year,sex,age,population
1926,Male,0,28084
1936,Male,0,27152
1946,Male,0,33798
1951,Male,0,32630
1961,Male,0,32137
1966,Male,0,32514
1971,Male,0,33276
1979,Male,0,36171
1981,Male,0,37717
1986,Male,0,31315
1991,Male,0,27390
1996,Male,0,25231
1997,Male,0,26077
1998,Male,0,27036
1999,Male,0,27437
2000,Male,0,27633
2001,Male,0,28427
2002,Male,0,27805
2003,Male,0,31047
2004,Male,0,31452
2005,Male,0,31490
2006,Male,0,31302
2007,Male,0,34101
2008,Male,0,36855
2009,Male,0,37673
2010,Male,0,38480
2011,Male,0,36880
2012,Male,0,37255
2013,Male,0,35061
2014,Male,0,34332
2015,Male,0,32806
2016,Male,0,31854
2017,Male,0,32691
2018,Male,0,31266
1926,Female,0,27307
1936,Female,0,26454
1946,Female,0,32283
1951,Female,0,30927
1961,Female,0,30635
1966,Female,0,31075
1971,Female,0,31610
1979,Female,0,35182
1981,Female,0,35662
1986,Female,0,29857
1991,Female,0,25654
1996,Female,0,23623
1997,Female,0,24414
1998,Female,0,25564
1999,Female,0,25905
2000,Female,0,25998
2001,Female,0,26658
2002,Female,0,26694
2003,Female,0,29407
2004,Female,0,30151
2005,Female,0,29563
2006,Female,0,29779
2007,Female,0,32213
2008,Female,0,35540
2009,Female,0,35901
2010,Female,0,36467
2011,Female,0,35572
2012,Female,0,35428
2013,Female,0,33522
2014,Female,0,32603
2015,Female,0,31354
2016,Female,0,30355
2017,Female,0,31259
2018,Female,0,30263
1926,Male,1,28374
1936,Male,1,27228
1946,Male,1,30242
1951,Male,1,32083
1961,Male,1,30885
1966,Male,1,32686
1971,Male,1,32752
1979,Male,1,35027
1981,Male,1,38032
1986,Male,1,31856
1991,Male,1,27110
1996,Male,1,24963
1997,Male,1,25610
1998,Male,1,26427
1999,Male,1,27462
2000,Male,1,27801
2001,Male,1,27879
2002,Male,1,28311
2003,Male,1,27889
2004,Male,1,31266
2005,Male,1,31492
2006,Male,1,31113
2007,Male,1,31404
2008,Male,1,33784
2009,Male,1,36116
2010,Male,1,36671
2011,Male,1,37202
2012,Male,1,36333
2013,Male,1,36700
2014,Male,1,34528
2015,Male,1,33975
2016,Male,1,32792
2017,Male,1,31835
2018,Male,1,32878
1926,Female,1,27502
1936,Female,1,26267
1946,Female,1,28956
1951,Female,1,30719
1961,Female,1,29791
1966,Female,1,31496
1971,Female,1,31454
1979,Female,1,33302
1981,Female,1,35832
1986,Female,1,29850
1991,Female,1,25837
1996,Female,1,23611
1997,Female,1,23986
1998,Female,1,24753
1999,Female,1,25850
2000,Female,1,26191
2001,Female,1,26444
2002,Female,1,27051
2003,Female,1,26739
2004,Female,1,29534
2005,Female,1,29856
2006,Female,1,29341
2007,Female,1,29623
2008,Female,1,32301
2009,Female,1,34952
2010,Female,1,34968
2011,Female,1,35391
2012,Female,1,35202
2013,Female,1,35085
2014,Female,1,33130
2015,Female,1,32300
2016,Female,1,31163
2017,Female,1,30444
2018,Female,1,31424
1926,Male,2,29728
1936,Male,2,27664
1946,Male,2,29673
1951,Male,2,31932
1961,Male,2,30250
1966,Male,2,32437
1971,Male,2,31693
1979,Male,2,34291
1981,Male,2,35382
1986,Male,2,32999
1991,Male,2,27054
1996,Male,2,25245
1997,Male,2,25203
1998,Male,2,25962
1999,Male,2,26866
2000,Male,2,27886
2001,Male,2,28332
2002,Male,2,28794
2003,Male,2,28435
2004,Male,2,27761
2005,Male,2,30886
2006,Male,2,31014
2007,Male,2,31456
2008,Male,2,31695
2009,Male,2,34051
2010,Male,2,36378
2011,Male,2,37148
2012,Male,2,36641
2013,Male,2,35792
2014,Male,2,36101
2015,Male,2,34186
2016,Male,2,33996
2017,Male,2,32769
2018,Male,2,32029
1926,Female,2,28545
1936,Female,2,26730
1946,Female,2,28498
1951,Female,2,30494
1961,Female,2,28825
1966,Female,2,31097
1971,Female,2,30015
1979,Female,2,32772
1981,Female,2,34313
1986,Female,2,31134
1991,Female,2,25668
1996,Female,2,23766
1997,Female,2,23833
1998,Female,2,24257
1999,Female,2,25106
2000,Female,2,26503
2001,Female,2,27116
2002,Female,2,27553
2003,Female,2,27265
2004,Female,2,26588
2005,Female,2,29053
2006,Female,2,29688
2007,Female,2,29399
2008,Female,2,30210
2009,Female,2,32691
2010,Female,2,35063
2011,Female,2,35358
2012,Female,2,35039
2013,Female,2,34846
2014,Female,2,34675
2015,Female,2,32776
2016,Female,2,32264
2017,Female,2,31220
2018,Female,2,30595
1926,Male,3,29872
1936,Male,3,26934
1946,Male,3,29126
1951,Male,3,31982
1961,Male,3,29976
1966,Male,3,32240
1971,Male,3,31715
1979,Male,3,34581
1981,Male,3,34911
1986,Male,3,34591
1991,Male,3,28574
1996,Male,3,26005
1997,Male,3,25580
1998,Male,3,25517
1999,Male,3,26477
2000,Male,3,27347
2001,Male,3,28632
2002,Male,3,28814
2003,Male,3,28700
2004,Male,3,28228
2005,Male,3,28651
2006,Male,3,30863
2007,Male,3,31335
2008,Male,3,31733
2009,Male,3,31755
2010,Male,3,34004
2011,Male,3,36341
2012,Male,3,36665
2013,Male,3,36275
2014,Male,3,35583
2015,Male,3,36354
2016,Male,3,34826
2017,Male,3,33995
2018,Male,3,32939
1926,Female,3,29178
1936,Female,3,26081
1946,Female,3,28080
1951,Female,3,30457
1961,Female,3,29211
1966,Female,3,30871
1971,Female,3,30359
1979,Female,3,32752
1981,Female,3,33052
1986,Female,3,33057
1991,Female,3,27512
1996,Female,3,24558
1997,Female,3,24109
1998,Female,3,23995
1999,Female,3,24696
2000,Female,3,25558
2001,Female,3,26989
2002,Female,3,27327
2003,Female,3,27713
2004,Female,3,26971
2005,Female,3,27987
2006,Female,3,29608
2007,Female,3,29870
2008,Female,3,29813
2009,Female,3,30367
2010,Female,3,32536
2011,Female,3,35053
2012,Female,3,35060
2013,Female,3,34782
2014,Female,3,34331
2015,Female,3,34656
2016,Female,3,33294
2017,Female,3,32290
2018,Female,3,31332
1926,Male,4,30115
1936,Male,4,27387
1946,Male,4,27710
1951,Male,4,31604
1961,Male,4,30182
1966,Male,4,31435
1971,Male,4,32410
1979,Male,4,35567
1981,Male,4,34988
1986,Male,4,35657
1991,Male,4,30436
1996,Male,4,27296
1997,Male,4,26209
1998,Male,4,25849
1999,Male,4,25730
2000,Male,4,26546
2001,Male,4,27167
2002,Male,4,28316
2003,Male,4,29360
2004,Male,4,29953
2005,Male,4,29167
2006,Male,4,30371
2007,Male,4,31127
2008,Male,4,31840
2009,Male,4,31845
2010,Male,4,32031
2011,Male,4,34394
2012,Male,4,35836
2013,Male,4,36134
2014,Male,4,35497
2015,Male,4,35045
2016,Male,4,36224
2017,Male,4,34784
2018,Male,4,34154
1926,Female,4,29008
1936,Female,4,26369
1946,Female,4,26399
1951,Female,4,30004
1961,Female,4,28898
1966,Female,4,30080
1971,Female,4,30371
1979,Female,4,33830
1981,Female,4,33115
1986,Female,4,33762
1991,Female,4,28508
1996,Female,4,26096
1997,Female,4,25007
1998,Female,4,24307
1999,Female,4,24247
2000,Female,4,24697
2001,Female,4,25580
2002,Female,4,26965
2003,Female,4,27776
2004,Female,4,28797
2005,Female,4,28385
2006,Female,4,29265
2007,Female,4,29945
2008,Female,4,30236
2009,Female,4,29876
2010,Female,4,30386
2011,Female,4,32700
2012,Female,4,34695
2013,Female,4,34822
2014,Female,4,34578
2015,Female,4,34480
2016,Female,4,34610
2017,Female,4,33320
2018,Female,4,32416
1926,Male,5,30730
1936,Male,5,27598
1946,Male,5,26443
1951,Male,5,31115
1961,Male,5,29341
1966,Male,5,31658
1971,Male,5,32466
1979,Male,5,35778
1981,Male,5,35124
1986,Male,5,37033
1991,Male,5,30799
1996,Male,5,28501
1997,Male,5,27536
1998,Male,5,26734
1999,Male,5,26545
2000,Male,5,26346
2001,Male,5,27619
2002,Male,5,28086
2003,Male,5,28646
2004,Male,5,29235
2005,Male,5,29407
2006,Male,5,29817
2007,Male,5,30797
2008,Male,5,31965
2009,Male,5,32384
2010,Male,5,32645
2011,Male,5,33087
2012,Male,5,34343
2013,Male,5,36679
2014,Male,5,37451
2015,Male,5,37431
2016,Male,5,36816
2017,Male,5,36167
2018,Male,5,34908
1926,Female,5,29604
1936,Female,5,26766
1946,Female,5,25881
1951,Female,5,29743
1961,Female,5,28233
1966,Female,5,30312
1971,Female,5,31037
1979,Female,5,34303
1981,Female,5,33191
1986,Female,5,35006
1991,Female,5,29522
1996,Female,5,26662
1997,Female,5,26345
1998,Female,5,25359
1999,Female,5,24887
2000,Female,5,24839
2001,Female,5,25409
2002,Female,5,26459
2003,Female,5,27753
2004,Female,5,27956
2005,Female,5,28796
2006,Female,5,28380
2007,Female,5,29915
2008,Female,5,30676
2009,Female,5,30888
2010,Female,5,30771
2011,Female,5,31619
2012,Female,5,32956
2013,Female,5,35244
2014,Female,5,35507
2015,Female,5,35461
2016,Female,5,35543
2017,Female,5,34665
2018,Female,5,33417
1926,Male,6,30678
1936,Male,6,27063
1946,Male,6,28032
1951,Male,6,29384
1961,Male,6,29897
1966,Male,6,30962
1971,Male,6,33022
1979,Male,6,36639
1981,Male,6,35589
1986,Male,6,37889
1991,Male,6,31417
1996,Male,6,28271
1997,Male,6,28594
1998,Male,6,27556
1999,Male,6,26719
2000,Male,6,26390
2001,Male,6,25906
2002,Male,6,27112
2003,Male,6,28432
2004,Male,6,29046
2005,Male,6,29607
2006,Male,6,29896
2007,Male,6,30457
2008,Male,6,31640
2009,Male,6,32488
2010,Male,6,33037
2011,Male,6,33427
2012,Male,6,33198
2013,Male,6,34441
2014,Male,6,36052
2015,Male,6,36853
2016,Male,6,37037
2017,Male,6,36730
2018,Male,6,36311
1926,Female,6,29259
1936,Female,6,26239
1946,Female,6,26395
1951,Female,6,28155
1961,Female,6,28631
1966,Female,6,29934
1971,Female,6,31866
1979,Female,6,34726
1981,Female,6,33647
1986,Female,6,35524
1991,Female,6,29499
1996,Female,6,26922
1997,Female,6,26901
1998,Female,6,26628
1999,Female,6,25416
2000,Female,6,25004
2001,Female,6,24801
2002,Female,6,25425
2003,Female,6,26488
2004,Female,6,27551
2005,Female,6,27546
2006,Female,6,28349
2007,Female,6,29091
2008,Female,6,30554
2009,Female,6,31077
2010,Female,6,31306
2011,Female,6,31327
2012,Female,6,31833
2013,Female,6,32120
2014,Female,6,35120
2015,Female,6,35484
2016,Female,6,35426
2017,Female,6,35561
2018,Female,6,34775
1926,Male,7,28401
1936,Male,7,27067
1946,Male,7,27393
1951,Male,7,28694
1961,Male,7,29484
1966,Male,7,30419
1971,Male,7,32772
1979,Male,7,35895
1981,Male,7,35794
1986,Male,7,35575
1991,Male,7,32420
1996,Male,7,28190
1997,Male,7,28508
1998,Male,7,28962
1999,Male,7,27848
2000,Male,7,27164
2001,Male,7,27127
2002,Male,7,26649
2003,Male,7,27257
2004,Male,7,28569
2005,Male,7,29312
2006,Male,7,30049
2007,Male,7,30397
2008,Male,7,30862
2009,Male,7,31572
2010,Male,7,32261
2011,Male,7,32709
2012,Male,7,33516
2013,Male,7,33249
2014,Male,7,34554
2015,Male,7,36107
2016,Male,7,36802
2017,Male,7,36988
2018,Male,7,36871
1926,Female,7,27639
1936,Female,7,26348
1946,Female,7,26604
1951,Female,7,27525
1961,Female,7,28040
1966,Female,7,29036
1971,Female,7,31568
1979,Female,7,34571
1981,Female,7,34323
1986,Female,7,34542
1991,Female,7,30692
1996,Female,7,26758
1997,Female,7,27168
1998,Female,7,27141
1999,Female,7,27015
2000,Female,7,25876
2001,Female,7,25342
2002,Female,7,25363
2003,Female,7,25627
2004,Female,7,26830
2005,Female,7,27587
2006,Female,7,28403
2007,Female,7,29013
2008,Female,7,29721
2009,Female,7,30801
2010,Female,7,31232
2011,Female,7,31502
2012,Female,7,31438
2013,Female,7,31843
2014,Female,7,32858
2015,Female,7,35002
2016,Female,7,35264
2017,Female,7,35458
2018,Female,7,35655
1926,Male,8,26982
1936,Male,8,27484
1946,Male,8,26487
1951,Male,8,27938
1961,Male,8,29620
1966,Male,8,29621
1971,Male,8,32071
1979,Male,8,35569
1981,Male,8,36602
1986,Male,8,34535
1991,Male,8,33727
1996,Male,8,29196
1997,Male,8,28184
1998,Male,8,28417
1999,Male,8,28606
2000,Male,8,27423
2001,Male,8,26589
2002,Male,8,26530
2003,Male,8,26878
2004,Male,8,27177
2005,Male,8,28558
2006,Male,8,29340
2007,Male,8,30496
2008,Male,8,30903
2009,Male,8,31088
2010,Male,8,31773
2011,Male,8,32466
2012,Male,8,32787
2013,Male,8,33532
2014,Male,8,33402
2015,Male,8,34760
2016,Male,8,36419
2017,Male,8,36752
2018,Male,8,37121
1926,Female,8,26436
1936,Female,8,26621
1946,Female,8,25746
1951,Female,8,27022
1961,Female,8,28550
1966,Female,8,28631
1971,Female,8,30631
1979,Female,8,33622
1981,Female,8,34696
1986,Female,8,32786
1991,Female,8,32181
1996,Female,8,28115
1997,Female,8,27018
1998,Female,8,27298
1999,Female,8,27289
2000,Female,8,26930
2001,Female,8,25769
2002,Female,8,25166
2003,Female,8,25452
2004,Female,8,25411
2005,Female,8,26310
2006,Female,8,27821
2007,Female,8,28999
2008,Female,8,29563
2009,Female,8,29838
2010,Female,8,30724
2011,Female,8,31115
2012,Female,8,31558
2013,Female,8,31503
2014,Female,8,31951
2015,Female,8,32949
2016,Female,8,35039
2017,Female,8,35304
2018,Female,8,35490
1926,Male,9,27973
1936,Male,9,27136
1946,Male,9,26761
1951,Male,9,26359
1961,Male,9,28649
1966,Male,9,29785
1971,Male,9,31497
1979,Male,9,35206
1981,Male,9,35999
1986,Male,9,34815
1991,Male,9,34983
1996,Male,9,31177
1997,Male,9,29401
1998,Male,9,28584
1999,Male,9,28953
2000,Male,9,29307
2001,Male,9,28236
2002,Male,9,27513
2003,Male,9,26596
2004,Male,9,27149
2005,Male,9,27464
2006,Male,9,29007
2007,Male,9,29715
2008,Male,9,30912
2009,Male,9,30982
2010,Male,9,31128
2011,Male,9,31788
2012,Male,9,32534
2013,Male,9,32837
2014,Male,9,33635
2015,Male,9,33351
2016,Male,9,34285
2017,Male,9,36427
2018,Male,9,36925
1926,Female,9,26931
1936,Female,9,27023
1946,Female,9,26172
1951,Female,9,25108
1961,Female,9,27223
1966,Female,9,28632
1971,Female,9,30010
1979,Female,9,33831
1981,Female,9,34522
1986,Female,9,32945
1991,Female,9,33263
1996,Female,9,29151
1997,Female,9,28274
1998,Female,9,27126
1999,Female,9,27291
2000,Female,9,27423
2001,Female,9,26919
2002,Female,9,25787
2003,Female,9,25530
2004,Female,9,26004
2005,Female,9,26026
2006,Female,9,27473
2007,Female,9,28354
2008,Female,9,29442
2009,Female,9,29563
2010,Female,9,29735
2011,Female,9,30598
2012,Female,9,31169
2013,Female,9,31581
2014,Female,9,31572
2015,Female,9,31934
2016,Female,9,32619
2017,Female,9,35057
2018,Female,9,35378
1926,Male,10,29343
1936,Male,10,28195
1946,Male,10,27092
1951,Male,10,26329
1961,Male,10,29449
1966,Male,10,29117
1971,Male,10,31942
1979,Male,10,34316
1981,Male,10,36070
1986,Male,10,34894
1991,Male,10,36829
1996,Male,10,31476
1997,Male,10,31329
1998,Male,10,29377
1999,Male,10,28662
2000,Male,10,29003
2001,Male,10,29343
2002,Male,10,28306
2003,Male,10,27771
2004,Male,10,26844
2005,Male,10,27637
2006,Male,10,28114
2007,Male,10,29335
2008,Male,10,30204
2009,Male,10,31131
2010,Male,10,31201
2011,Male,10,31399
2012,Male,10,31831
2013,Male,10,32330
2014,Male,10,32617
2015,Male,10,33358
2016,Male,10,33121
2017,Male,10,34269
2018,Male,10,36565
1926,Female,10,27963
1936,Female,10,27358
1946,Female,10,26507
1951,Female,10,25489
1961,Female,10,27872
1966,Female,10,28063
1971,Female,10,30669
1979,Female,10,32442
1981,Female,10,34070
1986,Female,10,32975
1991,Female,10,34556
1996,Female,10,29942
1997,Female,10,29322
1998,Female,10,28342
1999,Female,10,27457
2000,Female,10,27574
2001,Female,10,27645
2002,Female,10,27330
2003,Female,10,26165
2004,Female,10,25472
2005,Female,10,25792
2006,Female,10,26418
2007,Female,10,27941
2008,Female,10,28740
2009,Female,10,29517
2010,Female,10,29583
2011,Female,10,29782
2012,Female,10,30518
2013,Female,10,31201
2014,Female,10,31340
2015,Female,10,31307
2016,Female,10,31580
2017,Female,10,32619
2018,Female,10,35105
1926,Male,11,29829
1936,Male,11,28143
1946,Male,11,26888
1951,Male,11,27021
1961,Male,11,29280
1966,Male,11,29707
1971,Male,11,30745
1979,Male,11,33897
1981,Male,11,35292
1986,Male,11,35492
1991,Male,11,37201
1996,Male,11,32124
1997,Male,11,31729
1998,Male,11,31416
1999,Male,11,29435
2000,Male,11,28870
2001,Male,11,29159
2002,Male,11,29559
2003,Male,11,28555
2004,Male,11,27826
2005,Male,11,26862
2006,Male,11,27654
2007,Male,11,28322
2008,Male,11,29659
2009,Male,11,30264
2010,Male,11,31005
2011,Male,11,31011
2012,Male,11,31427
2013,Male,11,31620
2014,Male,11,32313
2015,Male,11,32514
2016,Male,11,33028
2017,Male,11,33101
2018,Male,11,34451
1926,Female,11,28654
1936,Female,11,27356
1946,Female,11,25873
1951,Female,11,25887
1961,Female,11,27976
1966,Female,11,28687
1971,Female,11,29751
1979,Female,11,32099
1981,Female,11,33825
1986,Female,11,33533
1991,Female,11,34806
1996,Female,11,30186
1997,Female,11,29989
1998,Female,11,29494
1999,Female,11,28492
2000,Female,11,27581
2001,Female,11,27763
2002,Female,11,27735
2003,Female,11,27555
2004,Female,11,26270
2005,Female,11,25765
2006,Female,11,26212
2007,Female,11,26756
2008,Female,11,28288
2009,Female,11,28866
2010,Female,11,29499
2011,Female,11,29576
2012,Female,11,29730
2013,Female,11,30613
2014,Female,11,30976
2015,Female,11,31153
2016,Female,11,30936
2017,Female,11,31633
2018,Female,11,32700
1926,Male,12,30676
1936,Male,12,29109
1946,Male,12,26445
1951,Male,12,26621
1961,Male,12,29891
1966,Male,12,28869
1971,Male,12,30057
1979,Male,12,34637
1981,Male,12,34600
1986,Male,12,35865
1991,Male,12,35240
1996,Male,12,33186
1997,Male,12,32206
1998,Male,12,31644
1999,Male,12,31495
2000,Male,12,29377
2001,Male,12,28715
2002,Male,12,28911
2003,Male,12,29837
2004,Male,12,28810
2005,Male,12,28192
2006,Male,12,27526
2007,Male,12,27893
2008,Male,12,28801
2009,Male,12,29989
2010,Male,12,30517
2011,Male,12,31285
2012,Male,12,31045
2013,Male,12,31193
2014,Male,12,31601
2015,Male,12,32241
2016,Male,12,32826
2017,Male,12,33012
2018,Male,12,33261
1926,Female,12,29621
1936,Female,12,28070
1946,Female,12,25457
1951,Female,12,25552
1961,Female,12,28365
1966,Female,12,27579
1971,Female,12,28607
1979,Female,12,32709
1981,Female,12,32571
1986,Female,12,34470
1991,Female,12,34209
1996,Female,12,31501
1997,Female,12,30335
1998,Female,12,30080
1999,Female,12,29491
2000,Female,12,28496
2001,Female,12,27551
2002,Female,12,27716
2003,Female,12,27936
2004,Female,12,27622
2005,Female,12,26550
2006,Female,12,26045
2007,Female,12,26480
2008,Female,12,27196
2009,Female,12,28470
2010,Female,12,28983
2011,Female,12,29641
2012,Female,12,29473
2013,Female,12,29816
2014,Female,12,30398
2015,Female,12,30959
2016,Female,12,31385
2017,Female,12,30999
2018,Female,12,31746
1926,Male,13,29806
1936,Male,13,28979
1946,Male,13,26800
1951,Male,13,26050
1961,Male,13,30018
1966,Male,13,29679
1971,Male,13,29728
1979,Male,13,34506
1981,Male,13,34378
1986,Male,13,37083
1991,Male,13,34992
1996,Male,13,34820
1997,Male,13,33264
1998,Male,13,32251
1999,Male,13,31779
2000,Male,13,31619
2001,Male,13,29571
2002,Male,13,29013
2003,Male,13,28991
2004,Male,13,30049
2005,Male,13,28727
2006,Male,13,28371
2007,Male,13,27743
2008,Male,13,28363
2009,Male,13,29143
2010,Male,13,30121
2011,Male,13,30615
2012,Male,13,31314
2013,Male,13,30800
2014,Male,13,31112
2015,Male,13,31561
2016,Male,13,32256
2017,Male,13,32815
2018,Male,13,33193
1926,Female,13,28839
1936,Female,13,28080
1946,Female,13,26017
1951,Female,13,25242
1961,Female,13,28447
1966,Female,13,28497
1971,Female,13,28833
1979,Female,13,33043
1981,Female,13,32731
1986,Female,13,35081
1991,Female,13,33051
1996,Female,13,33098
1997,Female,13,31584
1998,Female,13,30296
1999,Female,13,30189
2000,Female,13,29607
2001,Female,13,28652
2002,Female,13,27664
2003,Female,13,27810
2004,Female,13,28042
2005,Female,13,27649
2006,Female,13,26731
2007,Female,13,26331
2008,Female,13,26928
2009,Female,13,27400
2010,Female,13,28569
2011,Female,13,29068
2012,Female,13,29559
2013,Female,13,29521
2014,Female,13,29608
2015,Female,13,30378
2016,Female,13,31113
2017,Female,13,31430
2018,Female,13,31101
1926,Male,14,31160
1936,Male,14,29294
1946,Male,14,26094
1951,Male,14,26705
1961,Male,14,29681
1966,Male,14,28277
1971,Male,14,29640
1979,Male,14,34950
1981,Male,14,34931
1986,Male,14,36047
1991,Male,14,34666
1996,Male,14,35771
1997,Male,14,35019
1998,Male,14,33579
1999,Male,14,32698
2000,Male,14,32438
2001,Male,14,32244
2002,Male,14,30325
2003,Male,14,29216
2004,Male,14,29291
2005,Male,14,30549
2006,Male,14,29041
2007,Male,14,28593
2008,Male,14,28267
2009,Male,14,28713
2010,Male,14,29235
2011,Male,14,30175
2012,Male,14,30652
2013,Male,14,31108
2014,Male,14,30791
2015,Male,14,31210
2016,Male,14,31883
2017,Male,14,32295
2018,Male,14,32983
1926,Female,14,29642
1936,Female,14,28199
1946,Female,14,25155
1951,Female,14,26039
1961,Female,14,27822
1966,Female,14,27e3
1971,Female,14,28585
1979,Female,14,33694
1981,Female,14,32770
1986,Female,14,34533
1991,Female,14,32778
1996,Female,14,33983
1997,Female,14,33248
1998,Female,14,31843
1999,Female,14,30543
2000,Female,14,30574
2001,Female,14,29961
2002,Female,14,29149
2003,Female,14,27852
2004,Female,14,27956
2005,Female,14,28615
2006,Female,14,28067
2007,Female,14,27080
2008,Female,14,26700
2009,Female,14,26980
2010,Female,14,27396
2011,Female,14,28487
2012,Female,14,28991
2013,Female,14,29659
2014,Female,14,29300
2015,Female,14,29760
2016,Female,14,30728
2017,Female,14,31135
2018,Female,14,31480
1926,Male,15,30056
1936,Male,15,29344
1946,Male,15,26712
1951,Male,15,26323
1961,Male,15,28893
1966,Male,15,28700
1971,Male,15,28706
1979,Male,15,34784
1981,Male,15,34421
1986,Male,15,36083
1991,Male,15,34729
1996,Male,15,36884
1997,Male,15,35726
1998,Male,15,34838
1999,Male,15,33179
2000,Male,15,32152
2001,Male,15,31752
2002,Male,15,31369
2003,Male,15,30445
2004,Male,15,29051
2005,Male,15,28897
2006,Male,15,30070
2007,Male,15,29311
2008,Male,15,29329
2009,Male,15,28885
2010,Male,15,28801
2011,Male,15,29203
2012,Male,15,30017
2013,Male,15,30589
2014,Male,15,31329
2015,Male,15,31085
2016,Male,15,31262
2017,Male,15,31972
2018,Male,15,32737
1926,Female,15,28927
1936,Female,15,28269
1946,Female,15,25583
1951,Female,15,25312
1961,Female,15,27569
1966,Female,15,27031
1971,Female,15,27549
1979,Female,15,33192
1981,Female,15,33147
1986,Female,15,34148
1991,Female,15,33005
1996,Female,15,34848
1997,Female,15,34040
1998,Female,15,33144
1999,Female,15,31649
2000,Female,15,30298
2001,Female,15,30246
2002,Female,15,29513
2003,Female,15,29117
2004,Female,15,27625
2005,Female,15,27661
2006,Female,15,28222
2007,Female,15,28579
2008,Female,15,27504
2009,Female,15,26890
2010,Female,15,27279
2011,Female,15,27523
2012,Female,15,28368
2013,Female,15,28966
2014,Female,15,29664
2015,Female,15,29508
2016,Female,15,29862
2017,Female,15,30964
2018,Female,15,31636
1926,Male,16,30131
1936,Male,16,29011
1946,Male,16,26074
1951,Male,16,26005
1961,Male,16,26236
1966,Male,16,27885
1971,Male,16,28846
1979,Male,16,33539
1981,Male,16,34769
1986,Male,16,35086
1991,Male,16,35101
1996,Male,16,37068
1997,Male,16,36823
1998,Male,16,35630
1999,Male,16,34828
2000,Male,16,32899
2001,Male,16,31838
2002,Male,16,31495
2003,Male,16,31341
2004,Male,16,30227
2005,Male,16,29022
2006,Male,16,29043
2007,Male,16,30351
2008,Male,16,30102
2009,Male,16,29951
2010,Male,16,28914
2011,Male,16,28509
2012,Male,16,28900
2013,Male,16,29882
2014,Male,16,30545
2015,Male,16,31317
2016,Male,16,31172
2017,Male,16,31406
2018,Male,16,32551
1926,Female,16,29567
1936,Female,16,27853
1946,Female,16,25503
1951,Female,16,24310
1961,Female,16,25081
1966,Female,16,26686
1971,Female,16,27654
1979,Female,16,32100
1981,Female,16,33425
1986,Female,16,33670
1991,Female,16,33387
1996,Female,16,34816
1997,Female,16,34827
1998,Female,16,33983
1999,Female,16,33072
2000,Female,16,31669
2001,Female,16,30198
2002,Female,16,30187
2003,Female,16,29491
2004,Female,16,29217
2005,Female,16,27660
2006,Female,16,27762
2007,Female,16,28807
2008,Female,16,29043
2009,Female,16,27538
2010,Female,16,27200
2011,Female,16,27234
2012,Female,16,27313
2013,Female,16,28221
2014,Female,16,28933
2015,Female,16,29736
2016,Female,16,29742
2017,Female,16,30212
2018,Female,16,31611
1926,Male,17,28511
1936,Male,17,26584
1946,Male,17,25689
1951,Male,17,25284
1961,Male,17,24597
1966,Male,17,27373
1971,Male,17,27763
1979,Male,17,32390
1981,Male,17,34169
1986,Male,17,34170
1991,Male,17,34987
1996,Male,17,34985
1997,Male,17,37137
1998,Male,17,36931
1999,Male,17,35983
2000,Male,17,35283
2001,Male,17,33513
2002,Male,17,32575
2003,Male,17,31413
2004,Male,17,31073
2005,Male,17,30059
2006,Male,17,28915
2007,Male,17,29075
2008,Male,17,31112
2009,Male,17,30704
2010,Male,17,29926
2011,Male,17,28411
2012,Male,17,28252
2013,Male,17,28785
2014,Male,17,29864
2015,Male,17,30520
2016,Male,17,31385
2017,Male,17,31308
2018,Male,17,31956
1926,Female,17,27882
1936,Female,17,25691
1946,Female,17,24946
1951,Female,17,23048
1961,Female,17,22892
1966,Female,17,26023
1971,Female,17,26512
1979,Female,17,30859
1981,Female,17,32783
1986,Female,17,32292
1991,Female,17,33610
1996,Female,17,33947
1997,Female,17,34915
1998,Female,17,34724
1999,Female,17,33961
2000,Female,17,33193
2001,Female,17,31640
2002,Female,17,30464
2003,Female,17,30104
2004,Female,17,29527
2005,Female,17,29213
2006,Female,17,27682
2007,Female,17,28293
2008,Female,17,29502
2009,Female,17,28945
2010,Female,17,27847
2011,Female,17,26917
2012,Female,17,27089
2013,Female,17,27172
2014,Female,17,28158
2015,Female,17,28950
2016,Female,17,29580
2017,Female,17,30023
2018,Female,17,30703
1926,Male,18,29086
1936,Male,18,26549
1946,Male,18,24927
1951,Male,18,25013
1961,Male,18,21932
1966,Male,18,25592
1971,Male,18,26827
1979,Male,18,31697
1981,Male,18,32455
1986,Male,18,32526
1991,Male,18,34230
1996,Male,18,33339
1997,Male,18,33986
1998,Male,18,35761
1999,Male,18,35237
2000,Male,18,34440
2001,Male,18,33737
2002,Male,18,32212
2003,Male,18,31341
2004,Male,18,30732
2005,Male,18,30715
2006,Male,18,29629
2007,Male,18,28625
2008,Male,18,29620
2009,Male,18,31082
2010,Male,18,29952
2011,Male,18,28918
2012,Male,18,28241
2013,Male,18,28426
2014,Male,18,29234
2015,Male,18,30545
2016,Male,18,31285
2017,Male,18,31477
2018,Male,18,31872
1926,Female,18,28254
1936,Female,18,24631
1946,Female,18,23841
1951,Female,18,22539
1961,Female,18,20764
1966,Female,18,24192
1971,Female,18,25838
1979,Female,18,30337
1981,Female,18,30998
1986,Female,18,31004
1991,Female,18,32757
1996,Female,18,31746
1997,Female,18,33050
